 time            v(NIN)          v(NDIV)         v(NSKOUT)      
 1.80133833e-04  7.24147814e+00  1.81003565e+00  1.07609598e+00 
 1.80633833e-04  7.25212427e+00  1.81269922e+00  1.08011718e+00 
 1.81133833e-04  7.26269881e+00  1.81534490e+00  1.08413270e+00 
 1.81633833e-04  7.27320168e+00  1.81797267e+00  1.08814246e+00 
 1.82133833e-04  7.28363276e+00  1.82058249e+00  1.09214640e+00 
 1.82633833e-04  7.29399196e+00  1.82317434e+00  1.09614444e+00 
 1.83133833e-04  7.30427916e+00  1.82574820e+00  1.10013651e+00 
 1.83633833e-04  7.31449428e+00  1.82830404e+00  1.10412255e+00 
 1.84133833e-04  7.32463721e+00  1.83084184e+00  1.10810249e+00 
 1.84633833e-04  7.33470784e+00  1.83336157e+00  1.11207625e+00 
 1.85133833e-04  7.34470609e+00  1.83586320e+00  1.11604378e+00 
 1.85633833e-04  7.35463184e+00  1.83834672e+00  1.12000499e+00 
 1.86133833e-04  7.36448501e+00  1.84081209e+00  1.12395983e+00 
 1.86633833e-04  7.37426549e+00  1.84325929e+00  1.12790822e+00 
 1.87133833e-04  7.38397319e+00  1.84568830e+00  1.13185010e+00 
 1.87633833e-04  7.39360802e+00  1.84809910e+00  1.13578541e+00 
 1.88133833e-04  7.40316987e+00  1.85049166e+00  1.13971406e+00 
 1.88633833e-04  7.41265866e+00  1.85286595e+00  1.14363601e+00 
 1.89133833e-04  7.42207429e+00  1.85522196e+00  1.14755117e+00 
 1.89633833e-04  7.43141666e+00  1.85755966e+00  1.15145949e+00 
 1.90133833e-04  7.44068569e+00  1.85987902e+00  1.15536089e+00 
 1.90633833e-04  7.44988128e+00  1.86218003e+00  1.15925532e+00 
 1.91133833e-04  7.45900335e+00  1.86446266e+00  1.16314271e+00 
 1.91633833e-04  7.46805179e+00  1.86672689e+00  1.16702298e+00 
 1.92133833e-04  7.47702654e+00  1.86897270e+00  1.17089608e+00 
 1.92633833e-04  7.48592748e+00  1.87120006e+00  1.17476195e+00 
 1.93133833e-04  7.49475454e+00  1.87340896e+00  1.17862051e+00 
 1.93633833e-04  7.50350764e+00  1.87559936e+00  1.18247170e+00 
 1.94133833e-04  7.51218667e+00  1.87777125e+00  1.18631546e+00 
 1.94633833e-04  7.52079157e+00  1.87992462e+00  1.19015173e+00 
 1.95133833e-04  7.52932223e+00  1.88205942e+00  1.19398043e+00 
 1.95633833e-04  7.53777859e+00  1.88417566e+00  1.19780152e+00 
 1.96133833e-04  7.54616055e+00  1.88627330e+00  1.20161491e+00 
 1.96633833e-04  7.55446803e+00  1.88835232e+00  1.20542056e+00 
 1.97133833e-04  7.56270095e+00  1.89041270e+00  1.20921840e+00 
 1.97633833e-04  7.57085924e+00  1.89245443e+00  1.21300836e+00 
 1.98133833e-04  7.57894280e+00  1.89447748e+00  1.21679038e+00 
 1.98633833e-04  7.58695156e+00  1.89648184e+00  1.22056441e+00 
 1.99133833e-04  7.59488544e+00  1.89846747e+00  1.22433037e+00 
 1.99633833e-04  7.60274436e+00  1.90043437e+00  1.22808821e+00 
 2.00133833e-04  7.61052825e+00  1.90238252e+00  1.23183787e+00 
 2.00633833e-04  7.61823702e+00  1.90431189e+00  1.23557929e+00 
 2.01133833e-04  7.62587060e+00  1.90622246e+00  1.23931239e+00 
 2.01633833e-04  7.63342892e+00  1.90811422e+00  1.24303713e+00 
 2.02133833e-04  7.64091190e+00  1.90998716e+00  1.24675345e+00 
 2.02633833e-04  7.64831947e+00  1.91184124e+00  1.25046128e+00 
 2.03133833e-04  7.65565155e+00  1.91367645e+00  1.25416056e+00 
 2.03633833e-04  7.66290808e+00  1.91549277e+00  1.25785123e+00 
 2.04133833e-04  7.67008897e+00  1.91729019e+00  1.26153323e+00 
 2.04633833e-04  7.67719416e+00  1.91906869e+00  1.26520651e+00 
 2.05133833e-04  7.68422359e+00  1.92082825e+00  1.26887101e+00 
 2.05633833e-04  7.69117717e+00  1.92256885e+00  1.27252666e+00 
 2.06133833e-04  7.69805484e+00  1.92429048e+00  1.27617341e+00 
 2.06633833e-04  7.70485654e+00  1.92599311e+00  1.27981119e+00 
 2.07133833e-04  7.71158219e+00  1.92767674e+00  1.28343996e+00 
 2.07633833e-04  7.71823173e+00  1.92934134e+00  1.28705965e+00 
 2.08133833e-04  7.72480510e+00  1.93098691e+00  1.29067021e+00 
 2.08633833e-04  7.73130223e+00  1.93261341e+00  1.29427157e+00 
 2.09133833e-04  7.73772305e+00  1.93422084e+00  1.29786368e+00 
 2.09633833e-04  7.74406750e+00  1.93580918e+00  1.30144649e+00 
 2.10133833e-04  7.75033552e+00  1.93737842e+00  1.30501993e+00 
 2.10633833e-04  7.75652705e+00  1.93892853e+00  1.30858396e+00 
 2.11133833e-04  7.76264203e+00  1.94045951e+00  1.31213850e+00 
 2.11633833e-04  7.76868039e+00  1.94197134e+00  1.31568352e+00 
 2.12133833e-04  7.77464208e+00  1.94346400e+00  1.31921894e+00 
 2.12633833e-04  7.78052704e+00  1.94493749e+00  1.32274472e+00 
 2.13133833e-04  7.78633520e+00  1.94639177e+00  1.32626080e+00 
 2.13633833e-04  7.79206652e+00  1.94782685e+00  1.32976712e+00 
 2.14133833e-04  7.79772093e+00  1.94924270e+00  1.33326364e+00 
 2.14633833e-04  7.80329838e+00  1.95063932e+00  1.33675029e+00 
 2.15133833e-04  7.80879882e+00  1.95201669e+00  1.34022701e+00 
 2.15633833e-04  7.81422219e+00  1.95337479e+00  1.34369377e+00 
 2.16133833e-04  7.81956843e+00  1.95471361e+00  1.34715050e+00 
 2.16633833e-04  7.82483750e+00  1.95603314e+00  1.35059714e+00 
 2.17133833e-04  7.83002934e+00  1.95733336e+00  1.35403365e+00 
 2.17633833e-04  7.83514390e+00  1.95861427e+00  1.35745996e+00 
 2.18133833e-04  7.84018113e+00  1.95987585e+00  1.36087604e+00 
 2.18633833e-04  7.84514098e+00  1.96111808e+00  1.36428182e+00 
 2.19133833e-04  7.85002340e+00  1.96234096e+00  1.36767725e+00 
 2.19633833e-04  7.85482835e+00  1.96354447e+00  1.37106228e+00 
 2.20133833e-04  7.85955577e+00  1.96472861e+00  1.37443685e+00 
 2.20633833e-04  7.86420562e+00  1.96589335e+00  1.37780092e+00 
 2.21133833e-04  7.86877786e+00  1.96703869e+00  1.38115443e+00 
 2.21633833e-04  7.87327243e+00  1.96816462e+00  1.38449733e+00 
 2.22133833e-04  7.87768930e+00  1.96927112e+00  1.38782957e+00 
 2.22633833e-04  7.88202842e+00  1.97035819e+00  1.39115110e+00 
 2.23133833e-04  7.88628974e+00  1.97142581e+00  1.39446186e+00 
 2.23633833e-04  7.89047323e+00  1.97247398e+00  1.39776181e+00 
 2.24133833e-04  7.89457885e+00  1.97350268e+00  1.40105089e+00 
 2.24633833e-04  7.89860655e+00  1.97451190e+00  1.40432906e+00 
 2.25133833e-04  7.90255629e+00  1.97550163e+00  1.40759626e+00 
 2.25633833e-04  7.90642804e+00  1.97647187e+00  1.41085245e+00 
 2.26133833e-04  7.91022175e+00  1.97742260e+00  1.41409757e+00 
 2.26633833e-04  7.91393740e+00  1.97835381e+00  1.41733157e+00 
 2.27133833e-04  7.91757493e+00  1.97926550e+00  1.42055442e+00 
 2.27633833e-04  7.92113433e+00  1.98015766e+00  1.42376604e+00 
 2.28133833e-04  7.92461554e+00  1.98103027e+00  1.42696641e+00 
 2.28633833e-04  7.92801854e+00  1.98188333e+00  1.43015546e+00 
 2.29133833e-04  7.93134330e+00  1.98271683e+00  1.43333315e+00 
 2.29633833e-04  7.93458978e+00  1.98353076e+00  1.43649944e+00 
 2.30133833e-04  7.93775794e+00  1.98432512e+00  1.43965427e+00 
 2.30633833e-04  7.94084776e+00  1.98509989e+00  1.44279759e+00 
 2.31133833e-04  7.94385921e+00  1.98585507e+00  1.44592936e+00 
 2.31633833e-04  7.94679226e+00  1.98659065e+00  1.44904954e+00 
 2.32133833e-04  7.94964688e+00  1.98730663e+00  1.45215806e+00 
 2.32633833e-04  7.95242303e+00  1.98800299e+00  1.45525490e+00 
 2.33133833e-04  7.95512070e+00  1.98867973e+00  1.45833999e+00 
 2.33633833e-04  7.95773986e+00  1.98933684e+00  1.46141330e+00 
 2.34133833e-04  7.96028047e+00  1.98997432e+00  1.46447478e+00 
 2.34633833e-04  7.96274252e+00  1.99059216e+00  1.46752438e+00 
 2.35133833e-04  7.96512598e+00  1.99119036e+00  1.47056205e+00 
 2.35633833e-04  7.96743083e+00  1.99176890e+00  1.47358775e+00 
 2.36133833e-04  7.96965704e+00  1.99232778e+00  1.47660143e+00 
 2.36633833e-04  7.97180460e+00  1.99286700e+00  1.47960306e+00 
 2.37133833e-04  7.97387348e+00  1.99338656e+00  1.48259258e+00 
 2.37633833e-04  7.97586366e+00  1.99388644e+00  1.48556994e+00 
 2.38133833e-04  7.97777512e+00  1.99436664e+00  1.48853512e+00 
 2.38633833e-04  7.97960784e+00  1.99482715e+00  1.49148805e+00 
 2.39133833e-04  7.98136181e+00  1.99526798e+00  1.49442869e+00 
 2.39633833e-04  7.98303700e+00  1.99568912e+00  1.49735701e+00 
 2.40133833e-04  7.98463341e+00  1.99609056e+00  1.50027296e+00 
 2.40633833e-04  7.98615101e+00  1.99647230e+00  1.50317649e+00 
 2.41133833e-04  7.98758979e+00  1.99683433e+00  1.50606756e+00 
 2.41633833e-04  7.98894973e+00  1.99717666e+00  1.50894613e+00 
 2.42133833e-04  7.99023083e+00  1.99749928e+00  1.51181216e+00 
 2.42633833e-04  7.99143307e+00  1.99780218e+00  1.51466560e+00 
 2.43133833e-04  7.99255643e+00  1.99808536e+00  1.51750641e+00 
 2.43633833e-04  7.99360091e+00  1.99834883e+00  1.52033454e+00 
 2.44133833e-04  7.99456650e+00  1.99859257e+00  1.52314996e+00 
 2.44633833e-04  7.99545319e+00  1.99881658e+00  1.52595263e+00 
 2.45133833e-04  7.99626096e+00  1.99902087e+00  1.52874250e+00 
 2.45633833e-04  7.99698981e+00  1.99920543e+00  1.53151953e+00 
 2.46133833e-04  7.99763974e+00  1.99937026e+00  1.53428367e+00 
 2.46633833e-04  7.99821073e+00  1.99951535e+00  1.53703490e+00 
 2.47133833e-04  7.99870279e+00  1.99964071e+00  1.53977316e+00 
 2.47633833e-04  7.99911590e+00  1.99974634e+00  1.54249843e+00 
 2.48133833e-04  7.99945006e+00  1.99983223e+00  1.54521064e+00 
 2.48633833e-04  7.99970527e+00  1.99989838e+00  1.54790978e+00 
 2.49133833e-04  7.99988153e+00  1.99994479e+00  1.55059579e+00 
 2.49633833e-04  7.99997883e+00  1.99997146e+00  1.55326864e+00 
 2.50133833e-04  7.99999717e+00  1.99997840e+00  1.55592829e+00 
 2.50633833e-04  7.99993656e+00  1.99996559e+00  1.55857469e+00 
 2.51133833e-04  7.99979699e+00  1.99993305e+00  1.56120781e+00 
 2.51633833e-04  7.99957847e+00  1.99988077e+00  1.56382762e+00 
 2.52133833e-04  7.99928099e+00  1.99980874e+00  1.56643406e+00 
 2.52633833e-04  7.99890457e+00  1.99971699e+00  1.56902711e+00 
 2.53133833e-04  7.99844919e+00  1.99960549e+00  1.57160673e+00 
 2.53633833e-04  7.99791488e+00  1.99947426e+00  1.57417287e+00 
 2.54133833e-04  7.99730163e+00  1.99932330e+00  1.57672550e+00 
 2.54633833e-04  7.99660945e+00  1.99915260e+00  1.57926458e+00 
 2.55133833e-04  7.99583835e+00  1.99896217e+00  1.58179007e+00 
 2.55633833e-04  7.99498833e+00  1.99875201e+00  1.58430194e+00 
 2.56133833e-04  7.99405941e+00  1.99852213e+00  1.58680015e+00 
 2.56633833e-04  7.99305158e+00  1.99827252e+00  1.58928467e+00 
 2.57133833e-04  7.99196487e+00  1.99800319e+00  1.59175545e+00 
 2.57633833e-04  7.99079928e+00  1.99771414e+00  1.59421246e+00 
 2.58133833e-04  7.98955483e+00  1.99740537e+00  1.59665566e+00 
 2.58633833e-04  7.98823152e+00  1.99707689e+00  1.59908502e+00 
 2.59133833e-04  7.98682937e+00  1.99672869e+00  1.60150051e+00 
 2.59633833e-04  7.98534839e+00  1.99636079e+00  1.60390208e+00 
 2.60133833e-04  7.98378860e+00  1.99597319e+00  1.60628970e+00 
 2.60633833e-04  7.98215002e+00  1.99556589e+00  1.60866334e+00 
 2.61133833e-04  7.98043265e+00  1.99513889e+00  1.61102296e+00 
 2.61633833e-04  7.97863652e+00  1.99469219e+00  1.61336852e+00 
 2.62133833e-04  7.97676165e+00  1.99422582e+00  1.61570000e+00 
 2.62633833e-04  7.97480804e+00  1.99373975e+00  1.61801736e+00 
 2.63133833e-04  7.97277573e+00  1.99323402e+00  1.62032056e+00 
 2.63633833e-04  7.97066473e+00  1.99270860e+00  1.62260957e+00 
 2.64133833e-04  7.96847507e+00  1.99216352e+00  1.62488436e+00 
 2.64633833e-04  7.96620675e+00  1.99159878e+00  1.62714489e+00 
 2.65133833e-04  7.96385982e+00  1.99101438e+00  1.62939112e+00 
 2.65633833e-04  7.96143428e+00  1.99041033e+00  1.63162304e+00 
 2.66133833e-04  7.95893017e+00  1.98978664e+00  1.63384060e+00 
 2.66633833e-04  7.95634751e+00  1.98914331e+00  1.63604377e+00 
 2.67133833e-04  7.95368632e+00  1.98848034e+00  1.63823252e+00 
 2.67633833e-04  7.95094663e+00  1.98779775e+00  1.64040681e+00 
 2.68133833e-04  7.94812847e+00  1.98709554e+00  1.64256662e+00 
 2.68633833e-04  7.94523187e+00  1.98637371e+00  1.64471192e+00 
 2.69133833e-04  7.94225684e+00  1.98563228e+00  1.64684266e+00 
 2.69633833e-04  7.93920343e+00  1.98487126e+00  1.64895883e+00 
 2.70133833e-04  7.93607167e+00  1.98409064e+00  1.65106038e+00 
 2.70633833e-04  7.93286158e+00  1.98329044e+00  1.65314729e+00 
 2.71133833e-04  7.92957319e+00  1.98247066e+00  1.65521953e+00 
 2.71633833e-04  7.92620654e+00  1.98163132e+00  1.65727706e+00 
 2.72133833e-04  7.92276167e+00  1.98077242e+00  1.65931986e+00 
 2.72633833e-04  7.91923860e+00  1.97989397e+00  1.66134790e+00 
 2.73133833e-04  7.91563737e+00  1.97899598e+00  1.66336114e+00 
 2.73633833e-04  7.91195801e+00  1.97807845e+00  1.66535956e+00 
 2.74133833e-04  7.90820057e+00  1.97714140e+00  1.66734312e+00 
 2.74633833e-04  7.90436508e+00  1.97618484e+00  1.66931180e+00 
 2.75133833e-04  7.90045157e+00  1.97520877e+00  1.67126558e+00 
 2.75633833e-04  7.89646009e+00  1.97421321e+00  1.67320441e+00 
 2.76133833e-04  7.89239068e+00  1.97319816e+00  1.67512827e+00 
 2.76633833e-04  7.88824337e+00  1.97216364e+00  1.67703713e+00 
 2.77133833e-04  7.88401820e+00  1.97110965e+00  1.67893097e+00 
 2.77633833e-04  7.87971523e+00  1.97003621e+00  1.68080976e+00 
 2.78133833e-04  7.87533448e+00  1.96894332e+00  1.68267346e+00 
 2.78633833e-04  7.87087601e+00  1.96783100e+00  1.68452205e+00 
 2.79133833e-04  7.86633986e+00  1.96669926e+00  1.68635551e+00 
 2.79633833e-04  7.86172607e+00  1.96554810e+00  1.68817380e+00 
 2.80133833e-04  7.85703468e+00  1.96437755e+00  1.68997691e+00 
 2.80633833e-04  7.85226576e+00  1.96318761e+00  1.69176479e+00 
 2.81133833e-04  7.84741933e+00  1.96197829e+00  1.69353743e+00 
 2.81633833e-04  7.84249545e+00  1.96074960e+00  1.69529480e+00 
 2.82133833e-04  7.83749417e+00  1.95950157e+00  1.69703687e+00 
 2.82633833e-04  7.83241553e+00  1.95823419e+00  1.69876362e+00 
 2.83133833e-04  7.82725960e+00  1.95694748e+00  1.70047501e+00 
 2.83633833e-04  7.82202641e+00  1.95564146e+00  1.70217104e+00 
 2.84133833e-04  7.81671602e+00  1.95431614e+00  1.70385166e+00 
 2.84633833e-04  7.81132848e+00  1.95297153e+00  1.70551686e+00 
 2.85133833e-04  7.80586385e+00  1.95160765e+00  1.70716661e+00 
 2.85633833e-04  7.80032218e+00  1.95022450e+00  1.70880089e+00 
 2.86133833e-04  7.79470352e+00  1.94882210e+00  1.71041966e+00 
 2.86633833e-04  7.78900793e+00  1.94740047e+00  1.71202291e+00 
 2.87133833e-04  7.78323547e+00  1.94595961e+00  1.71361062e+00 
 2.87633833e-04  7.77738619e+00  1.94449955e+00  1.71518275e+00 
 2.88133833e-04  7.77146015e+00  1.94302030e+00  1.71673928e+00 
 2.88633833e-04  7.76545741e+00  1.94152187e+00  1.71828020e+00 
 2.89133833e-04  7.75937803e+00  1.94000428e+00  1.71980547e+00 
 2.89633833e-04  7.75322206e+00  1.93846753e+00  1.72131508e+00 
 2.90133833e-04  7.74698957e+00  1.93691166e+00  1.72280900e+00 
 2.90633833e-04  7.74068063e+00  1.93533667e+00  1.72428721e+00 
 2.91133833e-04  7.73429528e+00  1.93374258e+00  1.72574969e+00 
 2.91633833e-04  7.72783361e+00  1.93212940e+00  1.72719640e+00 
 2.92133833e-04  7.72129566e+00  1.93049715e+00  1.72862734e+00 
 2.92633833e-04  7.71468150e+00  1.92884585e+00  1.73004248e+00 
 2.93133833e-04  7.70799121e+00  1.92717550e+00  1.73144180e+00 
 2.93633833e-04  7.70122484e+00  1.92548614e+00  1.73282528e+00 
 2.94133833e-04  7.69438246e+00  1.92377778e+00  1.73419289e+00 
 2.94633833e-04  7.68746414e+00  1.92205042e+00  1.73554461e+00 
 2.95133833e-04  7.68046995e+00  1.92030410e+00  1.73688043e+00 
 2.95633833e-04  7.67339996e+00  1.91853882e+00  1.73820032e+00 
 2.96133833e-04  7.66625423e+00  1.91675460e+00  1.73950426e+00 
 2.96633833e-04  7.65903284e+00  1.91495147e+00  1.74079223e+00 
 2.97133833e-04  7.65173586e+00  1.91312944e+00  1.74206422e+00 
 2.97633833e-04  7.64436336e+00  1.91128852e+00  1.74332019e+00 
 2.98133833e-04  7.63691541e+00  1.90942874e+00  1.74456014e+00 
 2.98633833e-04  7.62939209e+00  1.90755011e+00  1.74578405e+00 
 2.99133833e-04  7.62179347e+00  1.90565266e+00  1.74699188e+00 
 2.99633833e-04  7.61411963e+00  1.90373639e+00  1.74818363e+00 
 3.00133833e-04  7.60637064e+00  1.90180134e+00  1.74935928e+00 
 3.00633833e-04  7.59854657e+00  1.89984752e+00  1.75051880e+00 
 3.01133833e-04  7.59064751e+00  1.89787494e+00  1.75166218e+00 
 3.01633833e-04  7.58267354e+00  1.89588363e+00  1.75278940e+00 
 3.02133833e-04  7.57462472e+00  1.89387361e+00  1.75390044e+00 
 3.02633833e-04  7.56650115e+00  1.89184490e+00  1.75499529e+00 
 3.03133833e-04  7.55830290e+00  1.88979751e+00  1.75607392e+00 
 3.03633833e-04  7.55003005e+00  1.88773148e+00  1.75713632e+00 
 3.04133833e-04  7.54168269e+00  1.88564681e+00  1.75818248e+00 
 3.04633833e-04  7.53326089e+00  1.88354352e+00  1.75921237e+00 
 3.05133833e-04  7.52476475e+00  1.88142165e+00  1.76022597e+00 
 3.05633833e-04  7.51619433e+00  1.87928121e+00  1.76122328e+00 
 3.06133833e-04  7.50754974e+00  1.87712222e+00  1.76220428e+00 
 3.06633833e-04  7.49883105e+00  1.87494470e+00  1.76316894e+00 
 3.07133833e-04  7.49003835e+00  1.87274868e+00  1.76411725e+00 
 3.07633833e-04  7.48117172e+00  1.87053417e+00  1.76504920e+00 
 3.08133833e-04  7.47223126e+00  1.86830121e+00  1.76596478e+00 
 3.08633833e-04  7.46321705e+00  1.86604980e+00  1.76686395e+00 
 3.09133833e-04  7.45412918e+00  1.86377997e+00  1.76774672e+00 
 3.09633833e-04  7.44496774e+00  1.86149175e+00  1.76861307e+00 
 3.10133833e-04  7.43573283e+00  1.85918515e+00  1.76946297e+00 
 3.10633833e-04  7.42642452e+00  1.85686020e+00  1.77029642e+00 
 3.11133833e-04  7.41704292e+00  1.85451693e+00  1.77111340e+00 
 3.11633833e-04  7.40758812e+00  1.85215535e+00  1.77191390e+00 
 3.12133833e-04  7.39806021e+00  1.84977550e+00  1.77269790e+00 
 3.12633833e-04  7.38845928e+00  1.84737738e+00  1.77346539e+00 
 3.13133833e-04  7.37878543e+00  1.84496103e+00  1.77421636e+00 
 3.13633833e-04  7.36903875e+00  1.84252647e+00  1.77495079e+00 
 3.14133833e-04  7.35921934e+00  1.84007373e+00  1.77566867e+00 
 3.14633833e-04  7.34932731e+00  1.83760282e+00  1.77636999e+00 
 3.15133833e-04  7.33936273e+00  1.83511378e+00  1.77705472e+00 
 3.15633833e-04  7.32932572e+00  1.83260662e+00  1.77772287e+00 
 3.16133833e-04  7.31921638e+00  1.83008138e+00  1.77837442e+00 
 3.16633833e-04  7.30903479e+00  1.82753807e+00  1.77900935e+00 
 3.17133833e-04  7.29878107e+00  1.82497673e+00  1.77962766e+00 
 3.17633833e-04  7.28845531e+00  1.82239737e+00  1.78022933e+00 
 3.18133833e-04  7.27805762e+00  1.81980003e+00  1.78081435e+00 
 3.18633833e-04  7.26758810e+00  1.81718472e+00  1.78138271e+00 
 3.19133833e-04  7.25704685e+00  1.81455148e+00  1.78193440e+00 
 3.19633833e-04  7.24643397e+00  1.81190033e+00  1.78246940e+00 
 3.20133833e-04  7.23574958e+00  1.80923130e+00  1.78298771e+00 
 3.20633833e-04  7.22499377e+00  1.80654441e+00  1.78348932e+00 
 3.21133833e-04  7.21416665e+00  1.80383969e+00  1.78397421e+00 
 3.21633833e-04  7.20326833e+00  1.80111716e+00  1.78444237e+00 
 3.22133833e-04  7.19229892e+00  1.79837686e+00  1.78489380e+00 
 3.22633833e-04  7.18125853e+00  1.79561881e+00  1.78532848e+00 
 3.23133833e-04  7.17014725e+00  1.79284303e+00  1.78574641e+00 
 3.23633833e-04  7.15896522e+00  1.79004956e+00  1.78614758e+00 
 3.24133833e-04  7.14771252e+00  1.78723842e+00  1.78653197e+00 
 3.24633833e-04  7.13638928e+00  1.78440965e+00  1.78689958e+00 
 3.25133833e-04  7.12499561e+00  1.78156326e+00  1.78725039e+00 
 3.25633833e-04  7.11353161e+00  1.77869928e+00  1.78758441e+00 
 3.26133833e-04  7.10199741e+00  1.77581775e+00  1.78790162e+00 
 3.26633833e-04  7.09039312e+00  1.77291870e+00  1.78820201e+00 
 3.27133833e-04  7.07871884e+00  1.77000214e+00  1.78848558e+00 
 3.27633833e-04  7.06697470e+00  1.76706812e+00  1.78875231e+00 
 3.28133833e-04  7.05516082e+00  1.76411665e+00  1.78900221e+00 
 3.28633833e-04  7.04327730e+00  1.76114777e+00  1.78923525e+00 
 3.29133833e-04  7.03132427e+00  1.75816151e+00  1.78945144e+00 
 3.29633833e-04  7.01930184e+00  1.75515790e+00  1.78965077e+00 
 3.30133833e-04  7.00721013e+00  1.75213696e+00  1.78983323e+00 
 3.30633833e-04  6.99504926e+00  1.74909873e+00  1.78999882e+00 
 3.31133833e-04  6.98281936e+00  1.74604324e+00  1.79014752e+00 
 3.31633833e-04  6.97052054e+00  1.74297051e+00  1.79027933e+00 
 3.32133833e-04  6.95815292e+00  1.73988058e+00  1.79039425e+00 
 3.32633833e-04  6.94571663e+00  1.73677348e+00  1.79049227e+00 
 3.33133833e-04  6.93321179e+00  1.73364924e+00  1.79057338e+00 
 3.33633833e-04  6.92063852e+00  1.73050788e+00  1.79063758e+00 
 3.34133833e-04  6.90799694e+00  1.72734945e+00  1.79068486e+00 
 3.34633833e-04  6.89528719e+00  1.72417396e+00  1.79071522e+00 
 3.35133833e-04  6.88250938e+00  1.72098146e+00  1.79072865e+00 
 3.35633833e-04  6.86966365e+00  1.71777198e+00  1.79072516e+00 
 3.36133833e-04  6.85675011e+00  1.71454554e+00  1.79070472e+00 
 3.36633833e-04  6.84376890e+00  1.71130217e+00  1.79066735e+00 
 3.37133833e-04  6.83072015e+00  1.70804192e+00  1.79061303e+00 
 3.37633833e-04  6.81760397e+00  1.70476481e+00  1.79054176e+00 
 3.38133833e-04  6.80442052e+00  1.70147087e+00  1.79045354e+00 
 3.38633833e-04  6.79116990e+00  1.69816014e+00  1.79034836e+00 
 3.39133833e-04  6.77785226e+00  1.69483264e+00  1.79022622e+00 
 3.39633833e-04  6.76446772e+00  1.69148842e+00  1.79008712e+00 
 3.40133833e-04  6.75101643e+00  1.68812751e+00  1.78993106e+00 
 3.40633833e-04  6.73749850e+00  1.68474993e+00  1.78975802e+00 
 3.41133833e-04  6.72391407e+00  1.68135573e+00  1.78956802e+00 
 3.41633833e-04  6.71026329e+00  1.67794493e+00  1.78936104e+00 
 3.42133833e-04  6.69654627e+00  1.67451757e+00  1.78913709e+00 
